OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
21212,2016,NonResidential,Other,1440 N 128th St,NORTHWEST,47.72288,-122.34065,1961,1.0,1,Other - Recreation,Other - Recreation,75.0,103.1999969,49.58
21213,2016,NonResidential,Small- and Mid-Sized Office,12500 Aurora Avenue North,NORTHWEST,47.72004,-122.34418,1951,1.0,2,"Non-Refrigerated Warehouse, Office",Office,62.0,54.20000076,40.22
21216,2016,Nonresidential COS,Other,1155 (1157) N 130th Ave,NORTHWEST,47.72299,-122.34293,1970,1.0,4,Residential Care Facility,Residential Care Facility,75.0,89.19999695,15.9
21218,2016,Nonresidential COS,Other,12645 Ashworth Ave N,NORTHWEST,47.72134,-122.34102,1958,1.0,2,"Office, Other - Services",Other - Services,75.0,123.0,122.73
21219,2016,NonResidential,Warehouse,12645 Stone Ave N,NORTHWEST,47.72183,-122.34328,1972,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,73.0,30.39999962,10.36
21221,2016,NonResidential,Other,12525 STONE AVE N,NORTHWEST,47.72065,-122.34318,2009,1.0,1,"Other - Public Services, Parking",Other - Public Services,75.0,68.09999847,32.86
21226,2016,NonResidential,Small- and Mid-Sized Office,911 N 145th,NORTHWEST,47.73387,-122.34722,2001,1.0,2,"Office, Parking",Office,27.0,71.19999695,12.35
21233,2016,NonResidential,Other,13244 Aurora Avenue North,NORTHWEST,47.72644,-122.34338,2007,1.0,2,Other - Recreation,Other - Recreation,75.0,135.6999969,176.79
21236,2016,NonResidential,Retail Store,13000 AURORA AVE N,NORTHWEST,47.72337,-122.34373,1998,1.0,1,Retail Store,Retail Store,43.0,67.40000153,36.74
21239,2016,NonResidential,Worship Facility,5701 8th Ave N,NORTHEAST,47.6702,-122.32066,1949,1.0,1,"Parking, Worship Facility",Worship Facility,78.0,44.70000076,45.33
21243,2016,NonResidential,K-12 School,2619 4th Ave North,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007,1.0,4,K-12 School,K-12 School,82.0,42.79999924,61.98
21244,2016,NonResidential,Senior Care Community,2717 Dexter Ave N,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1970,1.0,2,Senior Care Community,Senior Care Community,73.0,120.0999985,180.38
21262,2016,NonResidential,Residence Hall,2119 2ND AVE,DOWNTOWN,47.61283,-122.34392,1909,1.0,4,Residence Hall/Dormitory,Residence Hall/Dormitory,47.0,77.5,79.58
21265,2016,NonResidential,Retail Store,2100 First Avenue & 106 Lenora Street,DOWNTOWN,47.6123,-122.34395,1920,1.0,2,"Office, Parking, Retail Store",Retail Store,36.0,46.90000153,17.12
21266,2016,NonResidential,Small- and Mid-Sized Office,2030 First Avenue,DOWNTOWN,47.61185,-122.3434,1918,1.0,3,"Office, Retail Store",Office,98.0,25.10000038,8.8
21270,2016,NonResidential,Mixed Use Property,401 8th Ave. North,LAKE UNION,47.62231,-122.34145,1928,1.0,2,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,18.10000038,12.77
21278,2016,NonResidential,Worship Facility,300 W Harrison St,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1955,1.0,5,"Parking, Worship Facility",Worship Facility,4.0,56.5,12.59
21290,2016,NonResidential,Small- and Mid-Sized Office,111 Queen Anne Ave N,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985,1.0,5,"Office, Parking",Office,43.0,84.69999695,31.24
21310,2016,NonResidential,Retail Store,1216 1st Ave.,DOWNTOWN,47.60683,-122.33771,1900,1.0,4,Retail Store,Retail Store,92.0,36.29999924,26.38
21313,2016,NonResidential,Worship Facility,1217 6th Ave,DOWNTOWN,47.60867,-122.33265,1968,1.0,3,Worship Facility,Worship Facility,24.0,82.69999695,247.97
21315,2016,NonResidential,Small- and Mid-Sized Office,1520 Fifth Ave,DOWNTOWN,47.61119,-122.33581,1903,1.0,3,Office,Office,75.0,1.0,0.17
21317,2016,NonResidential,Retail Store,1506 Fifth Avenue,DOWNTOWN,47.61103,-122.33549,1915,1.0,1,Retail Store,Retail Store,2.0,132.6000061,20.76
21318,2016,NonResidential,Small- and Mid-Sized Office,1520 4th Avenue,DOWNTOWN,47.61091,-122.33667,1907,1.0,6,Office,Office,8.0,85.19999695,20.9
21319,2016,NonResidential,Small- and Mid-Sized Office,1408 4th Avenue,DOWNTOWN,47.60961,-122.33566,1907,1.0,5,Office,Office,83.0,48.09999847,48.35
21321,2016,NonResidential,Other,1401 5th AVE,DOWNTOWN,47.60985,-122.33527,1941,1.0,2,Bank Branch,Bank Branch,60.0,58.40000153,9.3
21322,2016,NonResidential,Small- and Mid-Sized Office,1404 Fourth Ave,DOWNTOWN,47.60952,-122.33558,1928,1.0,4,"Office, Retail Store",Office,17.0,137.8000031,73.61
21328,2016,NonResidential,Other,1334 Terry Avenue,EAST,47.61186,-122.32857,1964,1.0,4,Other/Specialty Hospital,Other/Specialty Hospital,75.0,162.3999939,101.34
21336,2016,NonResidential,Other,1004 Boren Ave,EAST,47.6097,-122.325,1912,0.0,3,Social/Meeting Hall,Social/Meeting Hall,75.0,105.0999985,71.23
21351,2016,NonResidential,Medical Office,1401 Madison St,EAST,47.61065,-122.32125,1962,1.0,2,Medical Office,Medical Office,2.0,145.1000061,85.55
21353,2016,NonResidential,Small- and Mid-Sized Office,1111 Harvard Ave.,EAST,47.61194,-122.32177,1910,1.0,3,"Office, Worship Facility",Office,90.0,43.59999847,107.45
21364,2016,NonResidential,Other,720 Broadway,EAST,47.60865694,-122.3205368,1988,1.0,5,"Other - Education, Parking",Other - Education,75.0,252.1000061,462.4
21365,2016,NonResidential,Medical Office,700 Broadway,EAST,47.60865416,-122.3205904,1963,0.0,3,Medical Office,Medical Office,42.0,76.80000305,60.04
21366,2016,NonResidential,Other,1119 8th Avenue,EAST,47.60901,-122.32994,1916,1.0,3,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,75.0,33.5,55.61
21367,2016,NonResidential,Worship Facility,1013 8th Ave,EAST,47.60821,-122.3296,1962,1.0,3,"Parking, Worship Facility",Worship Facility,55.0,52.29999924,123.41
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,614 NW 46th St,BALLARD,47.66256,-122.36483,1993,1.0,1,"Data Center, Office, Other",Office,75.0,193.0,37.34
21382,2016,NonResidential,Warehouse,832 NW 48,BALLARD,47.66388,-122.36831,1960,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80.0,4.599999905,1.12
21388,2016,NonResidential,Warehouse,4259 8th Avenue NW,BALLARD,47.65907,-122.36783,1950,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63.0,38.29999924,31.61
21389,2016,NonResidential,Distribution Center,4222 8th Ave NW,BALLARD,47.6583,-122.36638,1951,3.0,1,Distribution Center,Distribution Center,75.0,24.39999962,34.87
21391,2016,NonResidential,Mixed Use Property,425 Westlake Ave N.,LAKE UNION,47.62296,-122.33884,1920,1.0,2,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,75.0,41.29999924,16.57
21396,2016,NonResidential,Restaurant,500-510 Westlake Ave. North,LAKE UNION,47.62354,-122.33808,1919,1.0,3,Restaurant,Restaurant,75.0,53.79999924,73.0
21397,2016,NonResidential,Retail Store,520-530 Westlake Ave. North,LAKE UNION,47.62399,-122.33804,1964,1.0,2,Retail Store,Retail Store,57.0,64.30000305,82.72
21398,2016,NonResidential,Small- and Mid-Sized Office,534 Westlake Ave. North,LAKE UNION,47.62437,-122.33802,1920,1.0,3,Office,Office,62.0,53.0,35.77
21399,2016,NonResidential,Large Office,440 Terry Ave. North,LAKE UNION,47.62296,-122.3362,2009,1.0,5,"Food Service, Office, Parking",Office,77.0,82.09999847,487.53
21401,2016,NonResidential,Small- and Mid-Sized Office,511 Boren Avenue North,LAKE UNION,47.62353,-122.33622,1926,1.0,3,Office,Office,95.0,45.29999924,32.09
21413,2016,NonResidential,Small- and Mid-Sized Office,1000 Fairview Ave N,LAKE UNION,47.62799,-122.33132,1926,1.0,1,"Office, Parking",Office,1.0,197.8999939,73.48
21418,2016,Nonresidential COS,Other,394 1st Ave. N.,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961,1.0,1,Other,Other,75.0,114.6999969,184.09
21424,2016,NonResidential,Worship Facility,180 Denny Way,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009,1.0,3,Worship Facility,Worship Facility,66.0,34.0,20.64
21425,2016,NonResidential,Other,200 Second Avenue North,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962,1.0,1,Other,Other,75.0,121.0,255.83
21432,2016,Nonresidential COS,Other,200 Thomas St,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002,1.0,1,Other,Other,75.0,85.09999847,24.62
21433,2016,Nonresidential COS,Other,305 Harrison St #30,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998,1.0,1,Museum,Museum,75.0,216.3000031,192.12
21435,2016,NonResidential,Other,400 broard street,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,1.0,2,Other - Recreation,Other - Recreation,75.0,363.2999878,523.95
21436,2016,Nonresidential COS,Other,201 Thomas St.,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,1.0,2,Other,Other,75.0,56.0,41.06
21438,2016,NonResidential,Small- and Mid-Sized Office,227 Westlake Ave N,LAKE UNION,47.62055,-122.33881,1999,1.0,4,"Office, Parking",Office,84.0,53.59999847,13.97
21442,2016,NonResidential,Small- and Mid-Sized Office,225 Terry Avenue North,LAKE UNION,47.62028,-122.33717,2007,1.0,4,"Office, Parking",Office,92.0,65.90000153,77.8
21443,2016,NonResidential,Small- and Mid-Sized Office,219 Terry Ave. N.,LAKE UNION,47.62038,-122.33759,1928,1.0,3,"Laboratory, Office, Parking",Office,1.0,228.3999939,234.03
21445,2016,NonResidential,Large Office,202 Westlake Ave. N.,LAKE UNION,47.62004,-122.33807,2013,1.0,6,"Bank Branch, Office, Parking, Restaurant",Office,92.0,56.79999924,86.51
21447,2016,NonResidential,Small- and Mid-Sized Office,224 Westlake Ave. N.,LAKE UNION,47.62054,-122.33807,1926,1.0,4,"Office, Parking, Retail Store",Office,77.0,64.80000305,13.33
21459,2016,NonResidential,Mixed Use Property,10 Harrison St.,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964,1.0,4,"Office, Parking, Restaurant",Office,41.0,57.70000076,3.94
21464,2016,Nonresidential COS,Other,301 Mercer St.,DOWNTOWN,47.60192,-122.33282,1966,1.0,1,Other,Other,75.0,58.20000076,119.34
21465,2016,Nonresidential COS,Other,201 Mercer St.,DOWNTOWN,47.60219,-122.3313,1962,1.0,1,Other,Other,75.0,51.90000153,44.33
21468,2016,NonResidential,Other,1412 1st Ave S,DOWNTOWN,47.60849,-122.33924,1916,1.0,2,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,75.0,60.79999924,8.77
21469,2016,NonResidential,Small- and Mid-Sized Office,119 Pine Street,DOWNTOWN,47.60994,-122.33997,1919,1.0,4,"Office, Retail Store",Office,72.0,65.40000153,77.48
21474,2016,NonResidential,Other,1315 1st Ave,DOWNTOWN,47.60711,-122.33886,1900,1.0,3,Other,Other,75.0,1.799999952,0.31
21478,2016,Campus,Mixed Use Property,1433 First Avenue,DOWNTOWN,47.60805,-122.33978,1900,1.0,2,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,75.0,111.0,98.28
21481,2016,Campus,Low-Rise Multifamily,1525 FIrst Avenue,DOWNTOWN,47.60918,-122.34079,1942,1.0,4,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,75.0,85.19999695,26.34
21482,2016,Campus,Restaurant,1501 1st Avenue,DOWNTOWN,47.60895,-122.34052,1912,1.0,2,"Food Sales, Office, Restaurant",Restaurant,75.0,270.6000061,218.79
21483,2016,NonResidential,Small- and Mid-Sized Office,1501 Western Avenue,DOWNTOWN,47.60836,-122.34157,1915,1.0,6,"Non-Refrigerated Warehouse, Office, Retail Store",Office,75.0,70.69999695,44.89
21488,2016,NonResidential,Mixed Use Property,2103-2107 Elliott Avenue,DOWNTOWN,47.61113,-122.34556,1990,1.0,4,"Office, Parking, Retail Store",Parking,91.0,43.79999924,11.97
21495,2016,NonResidential,Small- and Mid-Sized Office,1917 1St Ave,DOWNTOWN,47.61041,-122.34214,1910,1.0,4,Office,Office,47.0,53.20000076,12.98
21496,2016,NonResidential,Mixed Use Property,1916 Pike Place,DOWNTOWN,47.61014,-122.34251,1918,1.0,1,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,75.0,148.0,143.34
21505,2016,NonResidential,Small- and Mid-Sized Office,2200 Western Avenue,DOWNTOWN,47.6123,-122.34611,1909,1.0,5,Office,Office,100.0,24.0,14.13
21506,2016,NonResidential,Mixed Use Property,2205 1st Ave,DOWNTOWN,47.61252,-122.34565,1910,1.0,3,"Multifamily Housing, Office, Restaurant",Office,75.0,87.30000305,75.99
21508,2016,NonResidential,Other,2234 1st Ave,DOWNTOWN,47.61341,-122.34597,1930,0.0,2,Food Service,Food Service,75.0,12.69999981,2.01
21515,2016,NonResidential,Small- and Mid-Sized Office,1938 Fairview Ave E,LAKE UNION,47.6367,-122.3285,2000,1.0,3,"Office, Parking",Office,13.0,86.69999695,22.46
21520,2016,NonResidential,Small- and Mid-Sized Office,1910 Fairview,LAKE UNION,47.63616,-122.32718,1964,1.0,5,"Office, Parking",Office,68.0,63.09999847,41.22
21521,2016,NonResidential,K-12 School,1501 10TH AVE E,EAST,47.63239,-122.32072,1930,1.0,2,K-12 School,K-12 School,56.0,102.5,182.81
21530,2016,NonResidential,Small- and Mid-Sized Office,203 6th Avenue N,LAKE UNION,47.61992,-122.34539,1959,1.0,2,Office,Office,97.0,20.70000076,3.04
21533,2016,NonResidential,Mixed Use Property,110 6th Ave N,LAKE UNION,47.61893,-122.34473,2008,1.0,4,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,75.0,56.29999924,220.26
21534,2016,NonResidential,Small- and Mid-Sized Office,120 6th Ave N,LAKE UNION,47.61952,-122.34462,2013,1.0,3,"Data Center, Office",Office,75.0,28.10000038,10.73
21535,2016,NonResidential,Hotel,200 6th Ave N,LAKE UNION,47.62014,-122.34456,1959,1.0,4,Hotel,Hotel,37.0,74.69999695,75.25
21537,2016,NonResidential,Hotel,325 Aurora Ave N,LAKE UNION,47.62174,-122.34417,1961,1.0,3,Hotel,Hotel,95.0,45.59999847,30.22
21546,2016,NonResidential,Worship Facility,200 8th Avenue N,LAKE UNION,47.6201,-122.34071,1960,1.0,1,Worship Facility,Worship Facility,56.0,25.0,4.05
21795,2016,NonResidential,Other,2400 11th Ave East,EAST,47.64132,-122.31644,1999,1.0,2,"K-12 School, Parking",Parking,75.0,113.9000015,77.76
21549,2016,NonResidential,Laboratory,410 W. Harrison St.,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,1.0,2,"Laboratory, Office, Parking",Laboratory,75.0,363.6000061,422.45
21550,2016,NonResidential,Small- and Mid-Sized Office,129 1st Avenue West,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,1.0,3,Office,Office,94.0,66.19999695,115.43
21557,2016,NonResidential,K-12 School,13510 1st Ave NE,NORTHWEST,47.72726,-122.32835,1999,1.0,2,K-12 School,K-12 School,23.0,63.40000153,104.91
21570,2016,SPS-District K-12,K-12 School,11530 12th Ave. N.E.,NORTH,47.71343,-122.31466,1950,1.0,1,K-12 School,K-12 School,94.0,19.70000076,10.15
21578,2016,SPS-District K-12,K-12 School,5012 S.W. Genesee St.,SOUTHWEST,47.56549,-122.39689,1949,1.0,1,K-12 School,K-12 School,83.0,36.90000153,46.46
21580,2016,NonResidential,Small- and Mid-Sized Office,214 Galer St,LAKE UNION,47.63245,-122.32529,1987,1.0,3,"Office, Parking",Office,89.0,45.59999847,35.96
21582,2016,NonResidential,Retail Store,1500 Fairview Ave E,LAKE UNION,47.63246,-122.32658,1993,1.0,3,"Medical Office, Office, Retail Store",Retail Store,75.0,92.40000153,55.95
21601,2016,SPS-District K-12,K-12 School,4525 S. Cloverdale St.,SOUTHEAST,47.52499,-122.27466,2000,1.0,2,K-12 School,K-12 School,83.0,32.5,50.67
21604,2016,SPS-District K-12,K-12 School,8601 Rainier Ave S,SOUTHEAST,47.52526,-122.27092,2008,1.0,2,K-12 School,K-12 School,77.0,46.40000153,24.42
21611,2016,NonResidential,Worship Facility,5801 Beacon Avenue South,GREATER DUWAMISH,47.55072,-122.30265,1977,1.0,99,Worship Facility,Worship Facility,80.0,14.89999962,2.27
21613,2016,NonResidential,Other,2340 Broadmoor Dr. East,EAST,47.64033,-122.29135,1927,1.0,3,"Other - Recreation, Self-Storage Facility",Other - Recreation,75.0,192.8000031,167.98
21616,2016,SPS-District K-12,K-12 School,13018 20th Ave. N.E.,NORTH,47.72369,-122.30676,1954,1.0,1,K-12 School,K-12 School,100.0,0.0,0.0
21617,2016,NonResidential,Other,12531 30th Ave NE,NORTH,47.72039,-122.29729,1947,1.0,1,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",75.0,98.69999695,111.73
21622,2016,NonResidential,Warehouse,1001 S Myrtle St,GREATER DUWAMISH,47.53906,-122.32031,1977,1.0,1,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,33.0,29.89999962,5.97
21656,2016,NonResidential,Worship Facility,160 Broadway,EAST,47.60321889,-122.3205567,1922,1.0,2,Worship Facility,Worship Facility,87.0,17.29999924,7.07
21687,2016,NonResidential,Other,3411 S Alaska Street,SOUTHEAST,47.56028,-122.28914,1962,1.0,2,"Adult Education, Parking",Adult Education,75.0,72.69999695,54.44
21689,2016,NonResidential,Small- and Mid-Sized Office,3600 S. Graham St.,GREATER DUWAMISH,47.54693,-122.28718,1982,1.0,2,Office,Office,84.0,49.09999847,13.27
21716,2016,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,LAKE UNION,47.62038,-122.34668,1953,1.0,2,"Data Center, Office",Office,75.0,199.3000031,92.45
21723,2016,NonResidential,Worship Facility,7801 ROOSEVELT WAY NE,NORTH,47.68566,-122.31849,1908,1.0,3,Worship Facility,Worship Facility,79.0,52.40000153,86.81
21741,2016,NonResidential,Senior Care Community,116 Fairview Ave. N.,LAKE UNION,47.61935,-122.33389,2006,1.0,14,Senior Care Community,Senior Care Community,8.0,53.90000153,913.07
21768,2016,NonResidential,Worship Facility,7551 35th Ave. SW,SOUTHWEST,47.53439,-122.37699,1957,1.0,1,"Office, Worship Facility",Worship Facility,96.0,15.89999962,3.71
21772,2016,NonResidential,Small- and Mid-Sized Office,700 NW 42ns St,BALLARD,47.65804,-122.36537,1999,1.0,4,"Office, Other",Office,75.0,47.5,6.35
21774,2016,SPS-District K-12,K-12 School,6760 34th Ave. S.W.,DELRIDGE,47.54176,-122.37349,1988,1.0,2,K-12 School,K-12 School,75.0,37.29999924,13.75
21783,2016,NonResidential,Warehouse,601 S Alaska St,GREATER DUWAMISH,47.56067,-122.32646,1989,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,38.79999924,27.97
21784,2016,NonResidential,Refrigerated Warehouse,4715 6th Ave S,GREATER DUWAMISH,47.56067,-122.32705,1914,1.0,2,Refrigerated Warehouse,Refrigerated Warehouse,75.0,29.20000076,9.42
21785,2016,NonResidential,Other,5907 4th Ave So,GREATER DUWAMISH,47.55013,-122.33044,1950,1.0,1,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,75.0,84.09999847,15.62
21786,2016,NonResidential,Warehouse,615 S ALASKA ST,GREATER DUWAMISH,47.56056,-122.32593,1975,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,44.0,34.40000153,18.63
21787,2016,NonResidential,Warehouse,6020 6th Ave S,GREATER DUWAMISH,47.54813,-122.32553,1964,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,53.0,10.80000019,2.64
21792,2016,NonResidential,Warehouse,5964 6th Ave. S,GREATER DUWAMISH,47.54948,-122.32536,1962,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,6.0,50.59999847,26.55
21793,2016,NonResidential,Small- and Mid-Sized Office,5950 6th Avenue S.,GREATER DUWAMISH,47.54974,-122.3261,1967,1.0,2,Office,Office,73.0,47.90000153,7.59
21794,2016,NonResidential,K-12 School,2400 11th Ave East,EAST,47.64132,-122.31644,1968,1.0,5,K-12 School,K-12 School,38.0,66.19999695,73.26
21822,2016,NonResidential,Distribution Center,4135 Stone Way North,LAKE UNION,47.65791,-122.34274,1912,1.0,1,"Distribution Center, Office",Distribution Center,75.0,31.79999924,18.54
21879,2016,NonResidential,Senior Care Community,13333 GREENWOOD AVE N,NORTHWEST,47.72618,-122.35642,1954,1.0,2,Senior Care Community,Senior Care Community,85.0,114.0,203.73
21883,2016,NonResidential,Worship Facility,102 N 132nd St,NORTHWEST,47.72558,-122.3578,1962,1.0,1,"Parking, Worship Facility",Worship Facility,100.0,11.89999962,1.85
21893,2016,NonResidential,Warehouse,9125 10th Ave S,GREATER DUWAMISH,47.5213,-122.32182,1979,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3.0,118.0999985,103.28
21894,2016,NonResidential,Warehouse,821 SO BARTON ST,GREATER DUWAMISH,47.52024,-122.32137,2007,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63.0,28.60000038,23.9
21896,2016,NonResidential,Warehouse,860 South Cambridge Street,GREATER DUWAMISH,47.51899,-122.321,1981,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50.0,68.5,80.09
21897,2016,NonResidential,Warehouse,9243 10TH AVE S,GREATER DUWAMISH,47.5193,-122.3213,1978,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,60.0,33.70000076,32.77
21898,2016,NonResidential,Warehouse,9229 10th Avenue South,GREATER DUWAMISH,47.51968,-122.3212,1978,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,89.0,12.69999981,9.08
21902,2016,NonResidential,Warehouse,9928 10th Ave South,GREATER DUWAMISH,47.51918,-122.31957,1979,1.0,1,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,14.0,31.79999924,4.88
21904,2016,NonResidential,Small- and Mid-Sized Office,115 NE 100th Street,NORTH,47.70079,-122.32714,1974,1.0,3,"Office, Parking",Office,38.0,96.90000153,24.88
21905,2016,NonResidential,Other,333 NE 97th,NORTH,47.69883,-122.32479,1979,1.0,1,"Office, Other - Recreation",Other - Recreation,75.0,147.5,135.81
21907,2016,NonResidential,Medical Office,9730 3rd Avenue NE,NORTH,47.70007,-122.32533,1980,1.0,2,Medical Office,Medical Office,64.0,37.20000076,6.99
21909,2016,NonResidential,Medical Office,9800 4th Ave NE,NORTH,47.70087,-122.32379,1968,1.0,2,"Medical Office, Parking",Medical Office,76.0,47.20000076,49.62
21913,2016,NonResidential,Self-Storage Facility,4640 UNION BAY PL NE,NORTHEAST,47.66353,-122.29505,1959,1.0,2,Self-Storage Facility,Self-Storage Facility,75.0,42.20000076,5.97
21916,2016,NonResidential,Mixed Use Property,4540 Union Bay Plaza NE,NORTHEAST,47.66246,-122.29342,1945,1.0,2,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,75.0,59.5,27.41
21917,2016,NonResidential,Medical Office,3216 NE 45th Place,NORTHEAST,47.66183,-122.29264,1967,1.0,3,"Medical Office, Parking",Medical Office,86.0,51.5,53.73
21920,2016,NonResidential,Warehouse,4625 Union Way Place,NORTHEAST,47.66294,-122.29521,1980,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64.0,43.70000076,49.73
21921,2016,NonResidential,Supermarket / Grocery Store,3020 NE 45th St,NORTHEAST,47.66205,-122.29545,1975,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,21.0,309.3999939,225.67
21945,2016,NonResidential,Other,1300 Madison St,EAST,47.61074,-122.32259,1981,1.0,1,"Bank Branch, Medical Office, Parking, Retail Store",Parking,75.0,33.29999924,5.08
21955,2016,NonResidential,Small- and Mid-Sized Office,3214 W McGraw St,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927,1.0,3,"Office, Retail Store",Office,75.0,38.09999847,15.11
21964,2016,NonResidential,Worship Facility,2004 NW 63RD ST,BALLARD,47.67477,-122.38241,1910,1.0,2,Worship Facility,Worship Facility,80.0,22.89999962,17.38
22062,2016,Campus,University,901 12th Avenue,EAST,47.61065,-122.31711,1939,1.0,2,"College/University, Parking",College/University,75.0,71.59999847,3243.48
22078,2016,NonResidential,Worship Facility,820 18th Ave.,CENTRAL,47.6101,-122.30838,1901,1.0,2,Worship Facility,Worship Facility,1.0,69.0,64.88
22095,2016,NonResidential,Warehouse,3535 Interlake Ave North,LAKE UNION,47.65022,-122.34174,1957,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49.0,5.800000191,0.81
22139,2016,NonResidential,Retail Store,7101 Martin Luther King Jr Way S,GREATER DUWAMISH,47.53846,-122.28305,1992,1.0,2,"Parking, Retail Store",Retail Store,82.0,178.1000061,215.56
22142,2016,NonResidential,Supermarket / Grocery Store,3900 S Othello St,GREATER DUWAMISH,47.53747,-122.28308,1953,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,40.0,311.1000061,173.75
22149,2016,SPS-District K-12,K-12 School,4030 N.E. 109th St.,NORTH,47.70743,-122.28463,1955,1.0,1,K-12 School,K-12 School,85.0,50.90000153,64.54
22163,2016,NonResidential,Small- and Mid-Sized Office,5811 6TH AVE S,GREATER DUWAMISH,47.55045,-122.32749,1967,1.0,1,Office,Office,98.0,56.09999847,55.3
22165,2016,NonResidential,Warehouse,790 S Michigan St,GREATER DUWAMISH,47.5478,-122.32307,1961,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,33.5,25.09
22166,2016,NonResidential,Retail Store,800 S Michigan ST.,GREATER DUWAMISH,47.54912,-122.32184,1958,1.0,2,Retail Store,Retail Store,75.0,45.90000153,46.9
22223,2016,NonResidential,K-12 School,5806 15th Ave. NW,BALLARD,47.6712,-122.37568,1922,1.0,3,K-12 School,K-12 School,97.0,46.0,60.34
22230,2016,NonResidential,Supermarket / Grocery Store,1400 NW 56th St,BALLARD,47.66986,-122.37418,1966,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,8.0,327.2000122,208.53
22240,2016,NonResidential,Supermarket / Grocery Store,1423 NW Market St,BALLARD,47.66828,-122.37428,2000,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34.0,307.7000122,384.85
22252,2016,NonResidential,Other,1415 NW 52nd St,BALLARD,47.66621,-122.37502,1961,1.0,1,"Office, Other - Recreation",Other - Recreation,75.0,44.20000076,45.38
22259,2016,NonResidential,Mixed Use Property,1148 NW Leary Way,BALLARD,47.66389,-122.37307,1910,1.0,2,"Non-Refrigerated Warehouse, Other, Retail Store",Other,75.0,35.70000076,38.86
