,identifiant_unique_client,nombre_commandes,montant_total_acheté,panier_moyen,note_moyenne,taux_avis,types_paiement_utilisés,paiement_en_plusieurs_fois,moyenne_nbre_paiements,variete_categories,dernier_achat,premier_achat,etat_client,code_postal_client,cp_etats_clients,recence,anciennete,frequence_commande_mensuelle,jours_entre_commandes_moyen
39945,6b90870791b88e4300c3e15816b18660,1,250.0,125.0,4.0,1.0,1,0.0,1.0,1,2017-10-03,2017-10-03,Minas Gerais,35701,30000,335,1,30.0,1.0
39946,6b90e5cc5324227c6488caa0f282a28a,1,120.87,120.87,3.0,1.0,1,1.0,6.0,1,2017-06-19,2017-06-19,São Paulo,13331,01000,441,1,30.0,1.0
39947,6b9144a4f711402f2a709d175c210271,1,115.45,115.45,4.0,1.0,1,1.0,3.0,1,2017-12-04,2017-12-04,São Paulo,15115,01000,273,1,30.0,1.0
39948,6b922ca86d6f70ba8303d2ef86b7f522,1,10.39,10.39,4.0,1.0,1,0.0,1.0,1,2018-06-19,2018-06-19,Minas Gerais,35430,30000,76,1,30.0,1.0
39949,6b930bea0ffc115fcc469350bc3ad875,1,35.77,35.77,5.0,1.0,1,0.0,1.0,1,2018-04-23,2018-04-23,São Paulo,8598,01000,133,1,30.0,1.0
39950,6b93b87b38cd00d88bba92e075330fc7,1,113.97,113.97,3.0,1.0,1,0.0,1.0,1,2018-04-01,2018-04-01,Santa Catarina,88111,88000,155,1,30.0,1.0
39951,6b946b8deb9ec3201537f123cade0827,1,98.86,98.86,4.0,1.0,1,0.0,1.0,1,2018-03-15,2018-03-15,Bahia,46100,40000,172,1,30.0,1.0
39952,6b96b24c9ea528ec5a29f0d852a79747,1,165.25,165.25,4.0,1.0,1,1.0,3.0,1,2018-06-13,2018-06-13,Paraná,86071,80000,82,1,30.0,1.0
39953,6b972012f5395bd7da08916e088b6049,1,49.53,49.53,4.0,1.0,1,0.0,1.0,1,2017-11-24,2017-11-24,Rio Grande do Sul,93700,90000,283,1,30.0,1.0
39954,6b97ccd3953e4d28f91641bf60e279bb,1,72.43,72.43,5.0,1.0,1,0.0,1.0,1,2017-12-07,2017-12-07,São Paulo,17027,01000,270,1,30.0,1.0
39955,6b98fe65e7c0ce4ba01c231fa7e91ae1,1,75.65,75.65,1.0,1.0,1,1.0,7.0,1,2017-09-06,2017-09-06,Rio de Janeiro,26030,20000,362,1,30.0,1.0
39956,6b99d13a1a3299af3a6261bc1263d3e5,1,2494.72,1247.36,1.0,1.0,1,1.0,8.0,1,2017-05-15,2017-05-15,São Paulo,19023,01000,476,1,30.0,1.0
39957,6b9a4c04a3dcc3415b55aebdfd499be2,1,39.47,39.47,4.0,1.0,1,0.0,1.0,1,2018-07-05,2018-07-05,São Paulo,2998,01000,60,1,30.0,1.0
39958,6b9a8da4e47e76ae7184435be338377d,1,37.6,37.6,5.0,1.0,1,0.0,1.0,1,2017-07-27,2017-07-27,Rio Grande do Sul,93900,90000,403,1,30.0,1.0
39959,6b9afcb17cc0d97ebb20f7fc4e3a25c7,1,132.09,132.09,5.0,1.0,1,1.0,3.0,1,2018-02-09,2018-02-09,Rio Grande do Sul,91040,90000,206,1,30.0,1.0
39960,6b9d30792e67265429754fde7a3e8c80,1,173.82,173.82,1.0,1.0,1,1.0,3.0,1,2017-11-22,2017-11-22,São Paulo,15940,01000,285,1,30.0,1.0
39961,6b9defe99014d8a734587311bd8717e6,1,47.05,47.05,5.0,1.0,1,1.0,2.0,1,2017-12-03,2017-12-03,Paraíba,58052,58000,274,1,30.0,1.0
39962,6b9e1eaa592ab7d8bf818af346595f83,1,45.22,45.22,1.0,1.0,1,0.0,1.0,1,2018-03-29,2018-03-29,Distrito Federal,71693,70000,158,1,30.0,1.0
39963,6b9eae0258f2421d3877128750188562,1,111.37,111.37,4.0,1.0,1,0.0,1.0,1,2017-03-02,2017-03-02,Espírito Santo,29167,29000,550,1,30.0,1.0
39964,6b9f0ab331a35b7d166e719ff0df0cac,1,161.01,161.01,5.0,1.0,1,1.0,2.0,1,2017-10-30,2017-10-30,Minas Gerais,37730,30000,308,1,30.0,1.0
39965,6b9f4d0dffcaaaffd20d177cf631f78a,1,55.13,55.13,1.0,1.0,1,1.0,5.0,1,2018-03-08,2018-03-08,Santa Catarina,88133,88000,179,1,30.0,1.0
39966,6b9f9457656ec75ef2faab619e99b9a0,1,119.32,119.32,4.0,1.0,1,0.0,1.0,1,2017-10-23,2017-10-23,São Paulo,2735,01000,315,1,30.0,1.0
39967,6ba00666ab7eada5ceec279b259e44b5,1,107.09,107.09,4.0,1.0,1,1.0,5.0,1,2018-03-03,2018-03-03,Ceará,63430,60000,184,1,30.0,1.0
39968,6ba0cd28d9948876fcb3ac08d95fb2e6,1,242.04,121.02,5.0,1.0,1,0.0,1.0,1,2017-05-19,2017-05-19,Minas Gerais,30360,30000,472,1,30.0,1.0
39969,6ba10a800cb22eee680100ec5ef1dc62,1,304.36,304.36,4.0,1.0,1,0.0,1.0,1,2018-04-02,2018-04-02,Rondônia,76803,76800,154,1,30.0,1.0
39970,6ba1141082a8689cb8ad818255306988,1,91.85,91.85,4.0,1.0,1,0.0,1.0,1,2017-03-25,2017-03-25,São Paulo,18087,01000,527,1,30.0,1.0
39971,6ba1b64784112741f73ac654c4758a17,1,89.35,89.35,5.0,1.0,1,1.0,3.0,1,2018-04-10,2018-04-10,São Paulo,12919,01000,146,1,30.0,1.0
39972,6ba1e330c45ba596ef371ce2092c6dbd,1,47.5,47.5,2.0,1.0,1,0.0,1.0,1,2017-11-26,2017-11-26,Minas Gerais,37300,30000,281,1,30.0,1.0
39973,6ba2164631cfad0197f1f4b4306132c7,1,32.38,32.38,1.0,1.0,1,0.0,1.0,1,2018-01-03,2018-01-03,São Paulo,13408,01000,243,1,30.0,1.0
39974,6ba24e99927568d9ef46a110a59cea24,1,114.34,114.34,4.0,1.0,1,0.0,1.0,1,2017-10-29,2017-10-29,Santa Catarina,89280,88000,309,1,30.0,1.0
39975,6ba26b2510af11f4a83281318b9cdff1,1,151.78,151.78,4.0,1.0,1,0.0,1.0,1,2018-05-20,2018-05-20,São Paulo,14400,01000,106,1,30.0,1.0
39976,6ba32acdf26ca5cdabce839d791b634f,1,317.16,317.16,5.0,1.0,1,1.0,2.0,1,2018-06-26,2018-06-26,São Paulo,16050,01000,69,1,30.0,1.0
39977,6ba32efcb359d12143b1bf24b7592c81,1,65.71,65.71,5.0,1.0,1,0.0,1.0,1,2017-09-17,2017-09-17,São Paulo,2808,01000,351,1,30.0,1.0
39978,6ba3571c79296aa8f1ca7fc5b1b84b4c,1,50.21,50.21,1.0,1.0,1,0.0,1.0,1,2017-03-24,2017-03-24,Santa Catarina,88330,88000,528,1,30.0,1.0
39979,6ba3b61a7ce14a15e749e13216b3a343,1,106.87,106.87,5.0,1.0,1,0.0,1.0,1,2018-01-22,2018-01-22,Minas Gerais,35550,30000,224,1,30.0,1.0
39980,6ba3c687055589c6271f660f1fbf6595,1,83.1,83.1,5.0,1.0,1,0.0,1.0,1,2017-04-19,2017-04-19,Rio de Janeiro,26022,20000,502,1,30.0,1.0
39981,6ba4ed1f1e8ec7b4f60ee85996fd5016,1,153.72,153.72,1.0,1.0,1,1.0,4.0,1,2018-05-13,2018-05-13,Minas Gerais,36051,30000,113,1,30.0,1.0
39982,6ba50ff94b3a5e4bd7eab73d2f6f411d,1,128.55,128.55,5.0,1.0,1,0.0,1.0,1,2018-05-11,2018-05-11,São Paulo,3408,01000,115,1,30.0,1.0
39983,6ba53545e48dbc82396132204a20b8c9,1,107.78,107.78,1.0,1.0,1,1.0,5.0,1,2017-12-05,2017-12-05,Rio Grande do Sul,96040,90000,272,1,30.0,1.0
39984,6ba570eb4471eda421effe4ef8ab144f,1,163.89,163.89,5.0,1.0,1,0.0,1.0,1,2018-05-08,2018-05-08,Minas Gerais,30160,30000,118,1,30.0,1.0
39985,6ba5b2dcb81470882212da717a171539,1,1840.2,368.04,4.0,1.0,1,1.0,3.0,1,2018-08-09,2018-08-09,São Paulo,4854,01000,25,1,30.0,1.0
39986,6ba79e73a5f6b1b6be4daaa21117d5d4,1,148.28,148.28,4.0,1.0,1,1.0,7.0,1,2017-06-07,2017-06-07,Espírito Santo,29152,29000,453,1,30.0,1.0
39987,6ba7e9b069e3593cea3f457be369b425,1,59.06,59.06,3.0,1.0,1,1.0,2.0,1,2018-04-08,2018-04-08,Minas Gerais,30421,30000,148,1,30.0,1.0
39988,6ba812cae0dbebe46cabe62b1a77b91b,1,89.21,89.21,5.0,1.0,1,0.0,1.0,1,2018-08-16,2018-08-16,São Paulo,1138,01000,18,1,30.0,1.0
39989,6ba98796d63bbe2c16b0789abd2316cb,1,25.15,25.15,5.0,1.0,1,0.0,1.0,1,2018-01-16,2018-01-16,São Paulo,11740,01000,230,1,30.0,1.0
39990,6ba987d564bad1f9da8e14b9d3b71c8f,1,58.99,58.99,1.0,1.0,1,0.0,1.0,1,2018-08-15,2018-08-15,São Paulo,8042,01000,19,1,30.0,1.0
39991,6ba990ae95593df02a4c48359c282f1a,1,57.1,57.1,3.0,1.0,1,0.0,1.0,1,2018-01-09,2018-01-09,Minas Gerais,30840,30000,237,1,30.0,1.0
39992,6ba9ad0428a073f5b69c2bb5e1ffd698,1,81.72,81.72,5.0,1.0,1,0.0,1.0,1,2017-09-14,2017-09-14,São Paulo,2251,01000,354,1,30.0,1.0
39993,6ba9ae471d8a19202d6462a17f03e831,1,66.74,66.74,5.0,1.0,1,0.0,1.0,1,2017-10-01,2017-10-01,Espírito Santo,29177,29000,337,1,30.0,1.0
39994,6baaa78bcfa57252541e4714f9bcd1a6,1,27.54,27.54,5.0,1.0,1,0.0,1.0,1,2017-12-26,2017-12-26,São Paulo,18117,01000,251,1,30.0,1.0
39995,6bab61c56ced7581c259c58cb2ef6f8c,1,62.69,62.69,5.0,1.0,1,0.0,1.0,1,2017-12-05,2017-12-05,São Paulo,9721,01000,272,1,30.0,1.0
39996,6bac65c1eb8b3428da21911262a370bd,1,85.75,85.75,1.0,1.0,1,1.0,2.0,1,2017-08-25,2017-08-25,São Paulo,3585,01000,374,1,30.0,1.0
39997,6bac6f248f17319f972f20757273fd32,1,125.34,125.34,4.0,1.0,1,1.0,4.0,1,2018-04-26,2018-04-26,Rio Grande do Sul,93900,90000,130,1,30.0,1.0
39998,6badc45c52b0e9be51885645df092060,1,56.6,56.6,1.0,1.0,1,0.0,1.0,1,2018-07-16,2018-07-16,São Paulo,13465,01000,49,1,30.0,1.0
39999,6bae3d248c2fcb847d59a027b4c30c89,1,240.41,240.41,5.0,1.0,1,1.0,4.0,1,2018-05-22,2018-05-22,Santa Catarina,89560,88000,104,1,30.0,1.0
40000,6baee3008124f2fd07c61fc8169ad485,1,856.89,285.63,5.0,1.0,1,0.0,1.0,1,2018-02-28,2018-02-28,Rio Grande do Sul,93950,90000,187,1,30.0,1.0
40001,6bafcd1179bd643190486f233f47a650,1,174.24,174.24,2.0,1.0,1,0.0,1.0,1,2018-04-26,2018-04-26,Minas Gerais,37701,30000,130,1,30.0,1.0
40002,6bb0bebc0758e1a834cb5bf96b6d8feb,2,175.81,87.905,5.0,1.0,2,0.0,1.0,2,2018-05-07,2017-06-29,São Paulo,14085,01000,119,313,0.19169329073482427,156.5
40003,6bb13d51f444da61e34ecfdb1e86c9be,1,73.96,73.96,1.0,1.0,1,1.0,2.0,1,2018-02-07,2018-02-07,Bahia,41290,40000,208,1,30.0,1.0
40004,6bb2b298d1520cc82a31c5840dbf8683,1,26.55,26.55,5.0,1.0,1,0.0,1.0,1,2018-06-10,2018-06-10,São Paulo,18211,01000,85,1,30.0,1.0
40005,6bb300f359b7e1f6bbe1844844d5e7ad,1,177.35,177.35,3.0,1.0,1,1.0,10.0,1,2017-12-13,2017-12-13,São Paulo,4739,01000,264,1,30.0,1.0
40006,6bb3958ca870c584b84bba1673bdec0e,1,62.68,62.68,5.0,1.0,1,0.0,1.0,1,2018-03-04,2018-03-04,São Paulo,11080,01000,183,1,30.0,1.0
40007,6bb3b4d34fb8f3c620d799442a568788,1,115.15,115.15,5.0,1.0,1,1.0,5.0,1,2018-05-01,2018-05-01,São Paulo,2443,01000,125,1,30.0,1.0
40008,6bb4a9c129ad73d99c4f5b9b38042a9c,1,20.0,20.0,5.0,1.0,1,0.0,1.0,1,2018-02-12,2018-02-12,Pernambuco,54753,50000,203,1,30.0,1.0
40009,6bb535b0906b43e0041916897667aeed,3,1972.5700000000002,394.514,3.4,1.0,1,1.0,8.4,1,2017-09-17,2017-06-08,Santa Catarina,88495,88000,351,102,0.8823529411764706,34.0
40010,6bb68e803ab5d836c7bdb0c3d3281953,1,173.86,173.86,1.0,1.0,1,1.0,2.0,1,2017-12-02,2017-12-02,Rio de Janeiro,21240,20000,275,1,30.0,1.0
40011,6bb6ae0812de4c10a2b3e7331e081c53,1,1260.96,315.24,5.0,1.0,1,1.0,10.0,1,2018-03-19,2018-03-19,São Paulo,4784,01000,168,1,30.0,1.0
40012,6bb7418cb646c318b0b970efa5937287,1,248.04,124.02,4.0,1.0,1,1.0,2.0,1,2017-07-11,2017-07-11,Paraná,83820,80000,419,1,30.0,1.0
40013,6bb7c9ac69dc13b436f413acec41a1b6,1,413.36,206.68,1.0,1.0,1,0.0,1.0,1,2018-07-19,2018-07-19,Paraná,86640,80000,46,1,30.0,1.0
40014,6bb8ec9a009230f06d1af78156b4f93f,1,113.38,113.38,5.0,1.0,1,1.0,2.0,1,2017-05-05,2017-05-05,Goiás,73808,74000,486,1,30.0,1.0
40015,6bb95ec4293b3c03283e8b8bdde73cdc,1,167.29,167.29,5.0,1.0,1,1.0,8.0,1,2017-07-14,2017-07-14,Minas Gerais,37540,30000,416,1,30.0,1.0
40016,6bba23de837cf1e59f413f40a6541ff8,1,63.09,63.09,5.0,1.0,1,0.0,1.0,1,2017-09-14,2017-09-14,Rio de Janeiro,23570,20000,354,1,30.0,1.0
40017,6bba5346ea6e2b6883a1bedd9da0b864,1,111.83,111.83,5.0,1.0,1,1.0,4.0,1,2018-06-25,2018-06-25,São Paulo,1552,01000,70,1,30.0,1.0
40018,6bba76149cb0f52513ff95d502969893,1,68.12,68.12,5.0,1.0,1,1.0,3.0,1,2017-12-16,2017-12-16,Distrito Federal,72231,70000,261,1,30.0,1.0
40019,6bbb43ebe2c3ecd5de2c848d73b1be22,1,44.11,44.11,5.0,1.0,1,0.0,1.0,1,2017-10-10,2017-10-10,Minas Gerais,32342,30000,328,1,30.0,1.0
40020,6bbc8dce928528fd3ab9207ed50f6aef,1,67.39,67.39,5.0,1.0,1,1.0,2.0,1,2018-01-02,2018-01-02,São Paulo,9390,01000,244,1,30.0,1.0
40021,6bbcae37cb10b3110fcb123680e08eca,1,69.9,69.9,4.0,1.0,1,1.0,3.0,1,2018-02-27,2018-02-27,São Paulo,14177,01000,188,1,30.0,1.0
40022,6bbdb2486a1b142e632b8128dc22cc3e,1,53.51,53.51,5.0,1.0,1,0.0,1.0,1,2017-11-06,2017-11-06,Rio de Janeiro,20541,20000,301,1,30.0,1.0
40023,6bbed249de21777c6f7d5074e6c469e9,2,77.97,38.985,3.0,1.0,1,0.0,1.0,2,2018-04-16,2017-12-20,Minas Gerais,39270,30000,140,118,0.5084745762711864,59.0
40024,6bbfb0ded0771cfcc011570cdea6eab0,1,41.1,41.1,5.0,1.0,1,0.0,1.0,1,2018-02-09,2018-02-09,Goiás,73770,74000,206,1,30.0,1.0
40025,6bbfd8e93aee0aaafa5f97e831ccd75d,1,105.51,105.51,1.0,1.0,1,0.0,1.0,1,2018-07-11,2018-07-11,Pernambuco,51150,50000,54,1,30.0,1.0
40026,6bc183381b1f2a06874a43229952f95b,1,99.9,99.9,3.0,1.0,1,1.0,3.0,1,2018-05-02,2018-05-02,Santa Catarina,88535,88000,124,1,30.0,1.0
40027,6bc5701f2f8168147a5f03b8b135c363,1,120.47,120.47,5.0,1.0,1,1.0,10.0,1,2017-09-26,2017-09-26,Paraná,85605,80000,342,1,30.0,1.0
40028,6bc6d39922cecee68fc9cab4f5bfeca8,1,133.95,133.95,2.0,1.0,1,0.0,1.0,1,2017-04-24,2017-04-24,São Paulo,14095,01000,497,1,30.0,1.0
40029,6bc7c6211092294f2318ced7646e791b,1,30.6,30.6,4.0,1.0,1,0.0,1.0,1,2017-05-21,2017-05-21,Minas Gerais,31540,30000,470,1,30.0,1.0
40030,6bc8adc69b9e5eecd65133b9824e3f96,1,185.64,185.64,5.0,1.0,1,1.0,3.0,1,2018-08-03,2018-08-03,Bahia,48005,40000,31,1,30.0,1.0
40031,6bc964ef3bd0be200b241a1910bed144,1,1284.78,1284.78,3.0,1.0,1,1.0,10.0,1,2018-07-01,2018-07-01,Paraná,82410,80000,64,1,30.0,1.0
40032,6bc9bf98a4897e4c512e8bfe808fe584,1,83.39,83.39,4.0,1.0,1,0.0,1.0,1,2017-01-27,2017-01-27,São Paulo,11666,01000,584,1,30.0,1.0
40033,6bc9e749760ecb1daa33144baf3eee9e,1,24.28,24.28,5.0,1.0,1,0.0,1.0,1,2017-06-06,2017-06-06,São Paulo,3185,01000,454,1,30.0,1.0
40034,6bcad241f805d00dd573561ae6bfc8c6,1,92.54,92.54,3.0,1.0,1,1.0,2.0,1,2018-05-09,2018-05-09,Bahia,41705,40000,117,1,30.0,1.0
40035,6bcc1cd0c7f8bffa6f67a6a1fbef5782,1,347.6,173.8,4.0,1.0,1,0.0,1.0,1,2018-05-14,2018-05-14,São Paulo,1255,01000,112,1,30.0,1.0
40036,6bcce41d3b905cf26ad66b9fe760bbc0,1,490.44,245.22,3.0,1.0,1,1.0,4.0,1,2018-04-29,2018-04-29,São Paulo,13467,01000,127,1,30.0,1.0
40037,6bcd85a35af3d6d244b6494062b825c7,1,126.64,126.64,5.0,1.0,1,0.0,1.0,1,2018-05-04,2018-05-04,Minas Gerais,39401,30000,122,1,30.0,1.0
40038,6bce7bc0805ad41e7a88892711c1ed3c,1,390.69,390.69,2.0,1.0,1,1.0,2.0,1,2018-07-02,2018-07-02,Distrito Federal,70756,70000,63,1,30.0,1.0
40039,6bceb16193b4effffa4786d8225a5861,1,117.92,117.92,5.0,1.0,1,1.0,2.0,1,2017-10-16,2017-10-16,São Paulo,9080,01000,322,1,30.0,1.0
40040,6bcf761c8065ec2a064dbaa68a09a5a7,1,54.73,54.73,5.0,1.0,1,0.0,1.0,1,2018-05-19,2018-05-19,Rio Grande do Sul,92310,90000,107,1,30.0,1.0
40041,6bcfc16246486f925fbaf30ad9cf3caf,1,399.59,399.59,4.0,1.0,1,0.0,1.0,1,2018-07-23,2018-07-23,Sergipe,49490,49000,42,1,30.0,1.0
40042,6bd028da9cd084e0f486788a386c61ba,1,441.81000000000006,147.27,2.0,1.0,1,1.0,5.0,1,2018-01-04,2018-01-04,Espírito Santo,29170,29000,242,1,30.0,1.0
40043,6bd06f958324c634ad8995ed4a17701b,1,117.9,117.9,5.0,1.0,1,0.0,1.0,1,2018-08-01,2018-08-01,Rio de Janeiro,26562,20000,33,1,30.0,1.0
40044,6bd33258105ef24dbf6d82bb7e3a06b2,2,155.69,77.845,3.0,1.0,1,1.0,4.0,2,2018-03-06,2018-03-06,Distrito Federal,71060,70000,181,1,60.0,0.5
40045,6bd3f57827bb82cb387edf931285a798,1,80.92,80.92,5.0,1.0,1,1.0,5.0,1,2017-08-07,2017-08-07,Ceará,60730,60000,392,1,30.0,1.0
40046,6bd41f0cf93d8d32bac60b824e5370e8,1,200.87,200.87,4.0,1.0,1,0.0,1.0,1,2018-04-21,2018-04-21,Rio Grande do Sul,99670,90000,135,1,30.0,1.0
40047,6bd4bdc6901466b345ed22ec0fef1d97,1,44.01,44.01,5.0,1.0,1,0.0,1.0,1,2018-02-03,2018-02-03,Rio de Janeiro,27600,20000,212,1,30.0,1.0
40048,6bd4f06d5599d085d7a367cf49626155,1,49.42,49.42,4.0,1.0,1,1.0,4.0,1,2017-01-16,2017-01-16,São Paulo,4021,01000,595,1,30.0,1.0
40049,6bd59f86f477d1928daddbc9a9348787,1,64.1,64.1,5.0,1.0,1,0.0,1.0,1,2017-05-15,2017-05-15,Espírito Santo,29092,29000,476,1,30.0,1.0
40050,6bd5b501f37638859ccc1dc94cce730d,1,2.92,2.92,5.0,1.0,1,0.0,1.0,1,2017-11-16,2017-11-16,São Paulo,6315,01000,291,1,30.0,1.0
40051,6bd5c3b2215b32021f23200ca2d788d3,1,116.94,116.94,4.0,1.0,1,0.0,1.0,1,2018-01-16,2018-01-16,Goiás,74870,74000,230,1,30.0,1.0
40052,6bd72fc131653d5d70e4b109ccee6d06,1,123.31,123.31,5.0,1.0,1,0.0,1.0,1,2018-04-12,2018-04-12,São Paulo,9400,01000,144,1,30.0,1.0
40053,6bd758d23e7363190c90efe439373aac,1,46.39,46.39,5.0,1.0,1,0.0,1.0,1,2018-04-05,2018-04-05,São Paulo,4857,01000,151,1,30.0,1.0
40054,6bd7aa5ab027df39859fb839f21ef3b0,1,185.84,185.84,5.0,1.0,1,1.0,2.0,1,2018-01-11,2018-01-11,Paraná,86390,80000,235,1,30.0,1.0
40055,6bd8ae714c8c78bf05a9babee803ad96,1,65.05,65.05,1.0,1.0,1,1.0,4.0,1,2018-01-25,2018-01-25,Santa Catarina,88140,88000,221,1,30.0,1.0
40056,6bda5f629d7f63fbd492f48da584b8c5,1,598.17,598.17,5.0,1.0,1,1.0,10.0,1,2017-09-27,2017-09-27,Rio de Janeiro,27600,20000,341,1,30.0,1.0
40057,6bda880d3010df6afe07005de1b980fc,1,59.49,59.49,4.0,1.0,1,1.0,2.0,1,2018-08-02,2018-08-02,Pernambuco,54510,50000,32,1,30.0,1.0
40058,6bdac0a8ce5b3d00b68ed32705b42761,1,76.57,76.57,5.0,1.0,1,0.0,1.0,1,2018-01-08,2018-01-08,Maranhão,65283,65000,238,1,30.0,1.0
40059,6bdd34652c5ca96ab6cb5d78173d2c27,1,37.76,37.76,5.0,1.0,1,0.0,1.0,1,2018-03-01,2018-03-01,São Paulo,2349,01000,186,1,30.0,1.0
40060,6bddc056584a7eae55cfede9045ef240,1,155.64,155.64,1.0,1.0,1,0.0,1.0,1,2017-11-26,2017-11-26,Rio de Janeiro,22290,20000,281,1,30.0,1.0
40061,6bde5766756765223f0bd48e7d122e68,1,72.66,72.66,1.0,1.0,1,0.0,1.0,1,2017-11-15,2017-11-15,São Paulo,2558,01000,292,1,30.0,1.0
40062,6bde6e04011ed3221e78fa3337891224,1,718.77,718.77,4.0,1.0,1,0.0,1.0,1,2018-03-30,2018-03-30,Paraná,81510,80000,157,1,30.0,1.0
40063,6bdfe930d9eef8346b551c53e41778b9,1,416.3,416.3,3.0,1.0,1,1.0,2.0,1,2018-03-16,2018-03-16,Minas Gerais,35400,30000,171,1,30.0,1.0
40064,6bdff8d6893d72659f69be8d5d3e5d8c,1,207.94,207.94,4.0,1.0,1,1.0,3.0,1,2017-09-03,2017-09-03,São Paulo,13482,01000,365,1,30.0,1.0
40065,6be01a2667e3c708f1558ed776a4e59a,1,126.74,126.74,4.0,1.0,1,1.0,5.0,1,2018-06-07,2018-06-07,Rio de Janeiro,23575,20000,88,1,30.0,1.0
40066,6be0347e28012e0a386ea2336eec4267,1,30.23,30.23,4.0,1.0,1,0.0,1.0,1,2018-05-11,2018-05-11,Paraná,85805,80000,115,1,30.0,1.0
40067,6be0a047903d0569ffa69db1c5db7ccd,1,68.02,68.02,5.0,1.0,1,0.0,1.0,1,2017-07-19,2017-07-19,Minas Gerais,37062,30000,411,1,30.0,1.0
40068,6be28ae15cd1e7b3f3f36ac483512822,2,1204.96,301.24,4.0,1.0,1,1.0,8.0,1,2017-11-24,2017-11-24,Rio Grande do Sul,95041,90000,283,1,60.0,0.5
40069,6be2c252a809d3549f9287ae6e2fcfbf,1,71.63,71.63,5.0,1.0,1,0.0,1.0,1,2017-05-14,2017-05-14,São Paulo,11702,01000,477,1,30.0,1.0
40070,6be2dcacf82048d103cbd54e0b8937f9,1,57.68,57.68,3.0,1.0,1,0.0,1.0,1,2017-12-22,2017-12-22,São Paulo,13330,01000,255,1,30.0,1.0
40071,6be306357caccc57baea345708474c68,1,93.41,93.41,5.0,1.0,1,0.0,1.0,1,2018-06-08,2018-06-08,São Paulo,7243,01000,87,1,30.0,1.0
40072,6be30fc9234582d9dfdbe8fa06f0d44e,1,69.9,69.9,4.0,1.0,1,0.0,1.0,1,2018-04-21,2018-04-21,Minas Gerais,39205,30000,135,1,30.0,1.0
40073,6be3eeecf800142c9e99fc04dcdcd2ff,1,170.84,170.84,4.0,1.0,1,0.0,1.0,1,2017-06-19,2017-06-19,Rio Grande do Sul,96950,90000,441,1,30.0,1.0
40074,6be5c93f5181e7b8ad88678963bbbcea,1,89.17,89.17,5.0,1.0,1,1.0,3.0,1,2017-08-14,2017-08-14,São Paulo,11035,01000,385,1,30.0,1.0
40075,6be5f59bb7255a65ff5415abc3ae2cda,1,81.21,81.21,4.0,1.0,1,0.0,1.0,1,2017-05-28,2017-05-28,Paraíba,58064,58000,463,1,30.0,1.0
40076,6be6f25b5c6e48a53dbb51513ef097df,1,64.96,64.96,5.0,1.0,1,0.0,1.0,1,2018-05-04,2018-05-04,Santa Catarina,88790,88000,122,1,30.0,1.0
40077,6be759e7f605ad6c9254aa205a0acbf3,1,111.62,111.62,5.0,1.0,1,0.0,1.0,1,2018-01-15,2018-01-15,São Paulo,4169,01000,231,1,30.0,1.0
40078,6be824f2933ae5094244f962068ca531,1,84.7,84.7,5.0,1.0,1,0.0,1.0,1,2018-06-27,2018-06-27,São Paulo,1151,01000,68,1,30.0,1.0
40079,6be8ba8106013aa253958431e4bea568,1,54.1,54.1,1.0,1.0,1,0.0,1.0,1,2017-12-14,2017-12-14,Espírito Santo,29141,29000,263,1,30.0,1.0
40080,6be90bc12a5834bb6bbe23c4901d0dc1,1,270.55,270.55,1.0,1.0,1,0.0,1.0,1,2018-06-02,2018-06-02,São Paulo,8011,01000,93,1,30.0,1.0
40081,6be9721316c4b18ab264218e97c1a89c,1,133.49,133.49,5.0,1.0,1,0.0,1.0,1,2018-02-28,2018-02-28,Goiás,74310,74000,187,1,30.0,1.0
40082,6bea1ab8db5d65ec458b72229345a771,1,54.01,54.01,4.0,1.0,1,0.0,1.0,1,2017-10-11,2017-10-11,São Paulo,12243,01000,327,1,30.0,1.0
40083,6bea8409472dada0b34361d8da8737a4,1,85.85,85.85,3.0,1.0,1,0.0,1.0,1,2017-05-14,2017-05-14,São Paulo,11420,01000,477,1,30.0,1.0
40084,6beadccd5537b0a18184613f36fba460,1,128.4,64.2,5.0,1.0,1,1.0,6.0,1,2017-05-31,2017-05-31,Minas Gerais,35400,30000,460,1,30.0,1.0
40085,6beb50c4bfec8dfbfdd1d12d4d75b529,1,234.64,234.64,4.0,1.0,1,1.0,8.0,1,2018-07-11,2018-07-11,São Paulo,19210,01000,54,1,30.0,1.0
40086,6beccfbe45aa4b180d2b6885886fccd6,1,52.58,52.58,5.0,1.0,1,1.0,2.0,1,2018-06-14,2018-06-14,São Paulo,4186,01000,81,1,30.0,1.0
40087,6becfb4d9ebdd706f90887e387054e06,1,134.91,134.91,5.0,1.0,1,0.0,1.0,1,2017-03-19,2017-03-19,Rio de Janeiro,22420,20000,533,1,30.0,1.0
40088,6bed48f958a30982dbd2ad4f9abda173,1,333.04,333.04,4.0,1.0,1,1.0,10.0,1,2017-06-23,2017-06-23,Bahia,42700,40000,437,1,30.0,1.0
40089,6bef52e5972563e5aa96dde8c2e13e06,1,35.84,35.84,3.0,1.0,1,0.0,1.0,1,2017-08-31,2017-08-31,São Paulo,15015,01000,368,1,30.0,1.0
